Time,Rank,Price,BookName,Location
2019-03-16 23:46:35,20,19.94,Advanced Cardiovascular Life Support (ACLS) Provider Manual,https://www.amazon.com/Advanced-Cardiovascular-Support-Provider-Manual/dp/1616694009/
2019-03-16 23:46:35,21,11.44,"On Becoming Babywise: Giving Your Infant the Gift of Nighttime Sleep ""2019 edition""- Interactive Support",https://www.amazon.com/Becoming-Babywise-Nighttime-Interactive-Support/dp/1932740503/
2019-03-16 23:46:35,22,32,Cracking the Coding Interview: 189 Programming Questions and Solutions,https://www.amazon.com/Cracking-Coding-Interview-Programming-Questions/dp/0984782850/
2019-03-16 23:46:35,23,17.67,"Cracking the AP U.S. History Exam 2019, Premium Edition: 5 Practice Tests + Complete Content Review (College Test Preparation)",https://www.amazon.com/Cracking-U-S-History-Exam-Premium/dp/1524758159/
2019-03-16 23:46:35,24,24.47,"Cracking the SAT Premium Edition with 8 Practice Tests, 2019: The All-in-One Solution for Your Highest Possible Score (College Test Preparation)",https://www.amazon.com/Cracking-Premium-Practice-Tests-2019/dp/1524757853/
2019-03-16 23:46:35,25,13.29,Create This Book 2 (Volume 2),https://www.amazon.com/Create-This-Book-2/dp/0692168729/
2019-03-16 23:46:35,26,19.36,"5 lb. Book of GRE Practice Problems: 1,800+ Practice Problems in Book and Online (Manhattan Prep 5 lb Series)",https://www.amazon.com/lb-Book-GRE-Practice-Problems/dp/1506247598/
2019-03-16 23:46:35,27,12.91,Barron's AP Calculus,https://www.amazon.com/Barrons-Calculus-David-Bock-M-S/dp/1438008597/
2019-03-16 23:46:35,28,53.49,Saunders Comprehensive Review for the NCLEX-RN® Examination (Saunders Comprehensive Review for Nclex-Rn),https://www.amazon.com/Saunders-Comprehensive-NCLEX-RN%C2%AE-Examination-Nclex-Rn/dp/0323358519/
2019-03-16 23:46:35,29,8.95,"The Elements of Style, Fourth Edition",https://www.amazon.com/Elements-Style-Fourth-William-Strunk/dp/020530902X/
2019-03-16 23:46:35,30,NA,Algorithms to Live By: The Computer Science of Human Decisions,https://www.amazon.com/Algorithms-Live-Computer-Science-Decisions/dp/B01D24NAL6/
2019-03-16 23:46:35,31,107.16,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",https://www.amazon.com/Diagnostic-Statistical-Manual-Mental-Disorders/dp/0890425558/
2019-03-16 23:46:35,32,16.99,Fiske Guide to Colleges 2019,https://www.amazon.com/Fiske-Guide-Colleges-2019-Edward/dp/1492662097/
2019-03-16 23:46:35,33,18.29,"Beyond the Pill: A 30-Day Program to Balance Your Hormones, Reclaim Your Body, and Reverse the Dangerous Side Effects of the Birth Control Pill",https://www.amazon.com/Beyond-Pill-Program-Hormones-Dangerous/dp/0062847058/
2019-03-16 23:46:35,34,15.63,Barron's AP Psychology with Online Tests,https://www.amazon.com/Barrons-AP-Psychology-Online-Tests/dp/1438010699/
2019-03-16 23:46:35,35,33.2,Daily Coding Problem: Get exceptionally good at coding interviews by solving one problem every day,https://www.amazon.com/Daily-Coding-Problem-exceptionally-interviews/dp/1793296634/
2019-03-16 23:46:35,36,7.65,"The Official SCRABBLE Players Dictionary, Sixth Edition (mass market paperback) 2018 copyright",https://www.amazon.com/Official-SCRABBLE-Dictionary-paperback-copyright/dp/0877795967/
